available;categoryId;cpa;currencyId;delivery;description;discount;id;manufacturer_warranty;market_category;model;modified_time;name;oldprice;param;pickup;picture;price;real_category_name;sales_notes;store;type;typePrefix;url;vendor;vendorCode,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2321-01;true;Женщинам > Одежда > Брюки;0;0;Брюки  бренда Екатерина Волкова RESALE;0;0;true;https://kanceptkrama.by/image/catalog/resale/nojabr/photo5258388637735825527.jpg;60;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/krama-resale/bryuki-brenda-ekaterina-volkova-resale-2321-01-01;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1412-34;true;Женщинам > Одежда > Брюки;0;0;Брюки &quot,Sport&quot,;0;0;true;https://kanceptkrama.by/image/catalog/photos/Nowwon/2/24.jpg;145;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-sport;kanceptkrama;0,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1413-34;true;Женщинам > Одежда > Брюки;0;0;Брюки &quot,Sport&quot,;0;0;true;https://kanceptkrama.by/image/catalog/photos/Nowwon/3/27.jpg;145;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/man/bryuki-1/bryuki-sport-1413;kanceptkrama;0,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1572-37;true;Женщинам > Одежда > Брюки;0;0;Брюки Katrine;0;0;true;https://kanceptkrama.by/image/catalog/photos/GARSONNIER/2/41.jpg;130;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-katrine;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1573-37;true;Женщинам > Одежда > Брюки;0;0;Брюки Katrine;0;0;true;https://kanceptkrama.by/image/catalog/photos/GARSONNIER/3/51.jpg;130;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-katrine-1573;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1539-03;true;Женщинам > Одежда > Брюки;0;0;Брюки в спортивном стиле;0;0;true;https://kanceptkrama.by/image/catalog/photos/e7e015d0-1646-4d32-836e-58c904dbb1ae.jpeg;200;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-v-sportivnom-stile-1539-03-03;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2240-1910;true;Женщинам > Одежда > Брюки;0;0;Брюки вельветовые бежевые;0;0;true;https://kanceptkrama.by/image/catalog/photos/miranovich/img_2143.jpg;200;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-velvetovye-bezhevye-2240-1910-1910;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2238-1910;true;Женщинам > Одежда > Брюки;0;0;Брюки вельветовые светло-зеленые ;0;0;true;https://kanceptkrama.by/image/catalog/photos/miranovich/img_2130.jpg;200;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-velvetovye-svetlo-zelenye-2238-1910-1910;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2242-1910;true;Женщинам > Одежда > Брюки;0;0;Брюки вельветовые темно-зеленые ;0;0;true;https://kanceptkrama.by/image/catalog/photos/miranovich/unnamed(3).jpg;200;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-velvetovye-temno-zelenye-2242-1910-1910;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1400-33;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/kortni/0https://kanceptkrama.by/image-20-03-20-12-44-2.jpeg;160;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1400;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;770-09;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/aiplatov/img_5938.jpg;320;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/dzhinsy/bryuki-zhenskie-770-09-abs09;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1059-02;true;Женщинам > Одежда > Брюки;0;0;Брюки женские ;0;0;true;https://kanceptkrama.by/image/catalog/photos/garsoner/c28f8bae-9e9b-4682-8e9e-95130c871fc2.jpeg;169;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-1059-02-02;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1964-12;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/4/14005c1.jpg;140;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1964;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1965-12;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/5/14006b1.jpg;160;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1965;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1966-12;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/6/14007e1.jpg;160;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1966;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1968-12;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/8/140071b1.jpg;140;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1968;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1969-12;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/9/140071c1.jpg;140;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1969;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1970-12;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/0/140111.jpg;160;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1970;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1972-12;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/2/14013c1.jpg;150;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1972;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1973-12;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/3/14013g1.jpg;150;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1973;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2044-14009;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/76ddce91-1c96-4ba5-8c5d-3e24c5674b02.jpeg;140;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-2044-14009-14009;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1148-F42;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/historianaturalis/15f80ef6-15ae-443d-9511-2b6f74db4ee7.jpeg;190;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-1148-f42-f42;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1528-33;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/kortni/8https://kanceptkrama.by/image-23-04-20-07-10.jpeg;130;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1528;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1531-33;true;Женщинам > Одежда > Брюки;0;0;Брюки женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/kortni/1https://kanceptkrama.by/image-17-04-20-10-19-3.jpeg;130;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-1531;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1516-34;true;Женщинам > Одежда > Брюки;0;0;Брюки женские &quot,White Girl&quot,;0;0;true;https://kanceptkrama.by/image/catalog/photos/Nowwon/6/25.jpg;135;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-white-girl;kanceptkrama;0,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2263-04 ;true;Женщинам > Одежда > Брюки;0;0;Брюки женские JBC feminity RESALE;0;0;true;https://kanceptkrama.by/image/catalog/resale/_94a3562_1.jpg;160;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/krama-resale/bryuki-zhenskie-jbc-feminity-resale-2263-04-04;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2344-02;true;Женщинам > Одежда > Брюки;0;0;Брюки женские в спортивном стиле;0;0;true;https://kanceptkrama.by/image/catalog/photos/cherire/photo5262798229119021322.jpg;140;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-v-sportivnom-stile-2344-02-02;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;771-10;true;Женщинам > Одежда > Брюки;0;0;Брюки женские джинсовые клеш;0;0;true;https://kanceptkrama.by/image/catalog/photos/aiplatov/img_5944.jpg;380;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/dzhinsy/bryuki-zhenskie-dzhinsovye-klesh-771-10-abb10;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2382-19;true;Женщинам > Одежда > Брюки;0;0;Брюки женские классика;0;0;true;https://kanceptkrama.by/image/catalog/photos/DDDstyle/2/2.jpg;125;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-klassika;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2386-19;true;Женщинам > Одежда > Брюки;0;0;Брюки женские классика;0;0;true;https://kanceptkrama.by/image/catalog/photos/DDDstyle/6/23.jpg;125;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-genskie-klassika-2386;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2208-14006;true;Женщинам > Одежда > Брюки;0;0;Брюки женские прямые ;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/osen/img_1834.jpg;140;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-pryamye-2208-14006-14006;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2210-14016;true;Женщинам > Одежда > Брюки;0;0;Брюки женские прямые бордо;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/osen/img_1875.jpg;140;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-pryamye-bordo-2210-14016-14016;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1725-02;true;Женщинам > Одежда > Брюки;0;0;Брюки женские с авторским принтом;0;0;true;https://kanceptkrama.by/image/catalog/photos/historianaturalis/kostjumynovye/18e6e126-a985-4062-ac1c-d128368601d2.jpeg;190;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-s-avtorskim-printom-1725-02-02;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2100-3936;true;Женщинам > Одежда > Брюки;0;0;Брюки женские свободного кроя;0;0;true;https://kanceptkrama.by/image/catalog/photos/prestige/img_0686.jpg;117;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-svobodnogo-kroya-2100-3936-3936;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1993-01;true;Женщинам > Одежда > Брюки;0;0;Брюки женские свободного кроя;0;0;true;https://kanceptkrama.by/image/catalog/photos/garsoner/84ed2e74-a2cd-4a65-a393-8874414aa28d.jpeg;150;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-svobodnogo-kroya-1993-01-01;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1720-01;true;Женщинам > Одежда > Брюки;0;0;Брюки женские свободного кроя;0;0;true;https://kanceptkrama.by/image/catalog/photos/miranovich/346e0991-3f4d-4d26-a9a9-1345a74694af.jpeg;170;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-svobodnogo-kroya-1720-01-01;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2342-0028;true;Женщинам > Одежда > Брюки;0;0;Брюки женские широкие ;0;0;true;https://kanceptkrama.by/image/catalog/photos/cherire/img_2487.jpg;170;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-shirokie-2342-0028-0028;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1722-04;true;Женщинам > Одежда > Брюки;0;0;Брюки женские широкие;0;0;true;https://kanceptkrama.by/image/catalog/photos/miranovich/231fa886-44cc-40e6-a4db-666c540cd46d.jpeg;170;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-zhenskie-shirokie-1722-04-04;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1133-04;true;Женщинам > Одежда > Брюки;0;0;Брюки из ткани с добавлением люрекса;0;0;true;https://kanceptkrama.by/image/catalog/photos/jbc/4a01967a-7e39-4e44-86ff-e02374db22e2.jpeg;230;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-iz-tkani-s-dobavleniem-lyureksa-1133-04-04;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1218-4020;true;Женщинам > Одежда > Брюки;0;0;Брюки из хлопка;0;0;true;https://kanceptkrama.by/image/catalog/photos/limited/d9ae0645e2da3ff30d3002b269ceaebc_720x1280.jpg;120;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-iz-hlopka-1218-4020-4020;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1219-4020;true;Женщинам > Одежда > Брюки;0;0;Брюки из хлопка;0;0;true;https://kanceptkrama.by/image/catalog/photos/limited/1b95b364f196c593c5dc4d5645aa4d8c_720x1280.jpg;120;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-iz-hlopka-1219-4020-4020;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2095-VS-PA0306;true;Женщинам > Одежда > Брюки;0;0;Брюки карроты со складками;0;0;true;https://kanceptkrama.by/image/catalog/photos/vladini/img_0634.jpg;173;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-karroty-so-skladkami-2095-vs-pa0306-vs-pa0306;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1829-04;true;Женщинам > Одежда > Брюки;0;0;БРЮКИ КЛАССИЧЕСКИЕ;0;0;true;https://kanceptkrama.by/image/catalog/photos/Totallook/9/61.jpg;145;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-klassicheskie-1829;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1806-04;true;Женщинам > Одежда > Брюки;0;0;БРЮКИ КЛАССИЧЕСКИЕ;0;0;true;https://kanceptkrama.by/image/catalog/photos/Totallook/6/7.jpg;125;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-klassicheskie-1806;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2065-43;true;Женщинам > Одежда > Брюки;0;0;Брюки льняные с авторским принтом Петра;0;0;true;https://kanceptkrama.by/image/catalog/photos/historianaturalis/avgust/img_0383.jpg;150;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-lnyanye-s-avtorskim-printom-petra-2065-43-43;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1517-34;true;Женщинам > Одежда > Брюки;0;0;Брюки мужские &quot,White Boy&quot,;0;0;true;https://kanceptkrama.by/image/catalog/photos/Nowwon/7/30.jpg;135;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/man/bryuki-1/bryuki-mugskie-white-boy;kanceptkrama;0,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;911-02;true;Женщинам > Одежда > Брюки;0;0;Брюки мужские НЕМО;0;0;true;https://kanceptkrama.by/image/catalog/photos/limitedhttps://kanceptkrama.by/image-1.jpg;135;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/man/bryuki-1/bryuki-muzhskie-nemo-911-02-02;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;805-03;true;Женщинам > Одежда > Брюки;0;0;Брюки мужские спорт;0;0;true;https://kanceptkrama.by/image/catalog/photos/limited/img_6632.jpg;145;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/man/bryuki-1/bryuki-muzhskie-sport-805-03;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1534-03;true;Женщинам > Одежда > Брюки;0;0;Брюки Пение цикад;0;0;true;https://kanceptkrama.by/image/catalog/photos/historianaturalis/legkiekostjumy/5ec96755-91e2-4de2-b547-f417449c9d7f.jpeg;200;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-penie-cikad-1534-03-03;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2177-02;true;Женщинам > Одежда > Брюки;0;0;Брюки с авторским принтом горчичные;0;0;true;https://kanceptkrama.by/image/catalog/photos/historianaturalis/sentjabr/photo-2020-09-30-08-26-55.jpg;190;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-s-avtorskim-printom-gorchichnye-2177-02-02;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1747-20;true;Женщинам > Одежда > Брюки;0;0;Брюки со складками;0;0;true;https://kanceptkrama.by/image/catalog/photos/myBase/7/photo8.jpg;139;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-so-skladkami;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;916-01;true;Женщинам > Одежда > Брюки;0;0;Брюки спорт НЕМО;0;0;true;https://kanceptkrama.by/image/catalog/photos/limited/30de8cf27be5c0703dc68b71222ae699_720x1280.jpg;110;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-sport-nemo-916-01-01;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;917-03;true;Женщинам > Одежда > Брюки;0;0;Брюки спорт Немо;0;0;true;https://kanceptkrama.by/image/catalog/photos/limited/191dd7648ca31d6b3ad0cc5978fc0694_720x1280.jpg;120;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-sport-nemo-917-03-03;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1513-34;true;Женщинам > Одежда > Брюки;0;0;Брюки унисекс &quot,Apollo Brown&quot,;0;0;true;https://kanceptkrama.by/image/catalog/photos/Nowwon/3/13.jpg;135;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-uniseks-apollo-brown;kanceptkrama;0,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1518-34;true;Женщинам > Одежда > Брюки;0;0;Брюки унисекс &quot,Apollo Brown&quot,;0;0;true;https://kanceptkrama.by/image/catalog/photos/Nowwon/8/23.JPG;135;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/man/bryuki-1/bryuki-uniseks-apollo-brown-1518;kanceptkrama;0,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1746-20;true;Женщинам > Одежда > Брюки;0;0;Брюки широкие с карманами;0;0;true;https://kanceptkrama.by/image/catalog/photos/myBase/6/photo1.jpg;129;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-shirokie-s-karmanami;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;1693-08;true;Женщинам > Одежда > Брюки;0;0;Брюки-бананы с высокой талией;0;0;true;https://kanceptkrama.by/image/catalog/photos/ragneda/1afd8b87-4e89-4f2f-942c-c3510f76ff15.jpeg;265;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/woman/bryuki/bryuki-banany-s-vysokoj-taliej-1693-08-08;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Брюки;1;BYN;true;0;0;2329-09;true;Женщинам > Одежда > Брюки;0;0;Дизайнерские брюки из натуральных тканей дизайнера Екатерины Волковой RESALE;0;0;true;https://kanceptkrama.by/image/catalog/resale/nojabr/volkovapoloska2.jpg;60;Брюки;Оплата после примерки.;true;vendor.model;Брюки;https://kanceptkrama.by/krama-resale/dizajnerskie-bryuki-iz-naturalnyh-tkanej-dizajnera-ekateriny-volkovoj-resale-2329-09-09;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Шорты;1;BYN;true;0;0;1755-01;true;Женщинам > Одежда > Шорты;0;0;Шорты в спортивном стиле;0;0;true;https://kanceptkrama.by/image/catalog/photos/zibra/img_0558.jpg;120;Шорты;Оплата после примерки.;true;vendor.model;Шорты;https://kanceptkrama.by/woman/shorty/shorty-v-sportivnom-stile-1755-01-01;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Шорты;1;BYN;true;0;0;785-20;true;Женщинам > Одежда > Шорты;0;0;Шорты женские ;0;0;true;https://kanceptkrama.by/image/catalog/photos/aiplatov/img_6349.jpg;190;Шорты;Оплата после примерки.;true;vendor.model;Шорты;https://kanceptkrama.by/woman/shorty/shorty-zhenskie-785-20;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Шорты;1;BYN;true;0;0;1971-12;true;Женщинам > Одежда > Шорты;0;0;Шорты женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/murmur/1/140121.jpg;130;Шорты;Оплата после примерки.;true;vendor.model;Шорты;https://kanceptkrama.by/woman/shorty/shorty-genskie-1971;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Шорты;1;BYN;true;0;0;2035-01;true;Женщинам > Одежда > Шорты;0;0;Шорты женские;0;0;true;https://kanceptkrama.by/image/catalog/photos/Nowwon/f779f06a-756a-4eee-8cb4-c7249640808a.jpeg;115;Шорты;Оплата после примерки.;true;vendor.model;Шорты;https://kanceptkrama.by/woman/shorty/shorty-zhenskie-2035-01-01;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Шорты;1;BYN;true;0;0;781-17;true;Женщинам > Одежда > Шорты;0;0;Шорты женские бархатные;0;0;true;https://kanceptkrama.by/image/catalog/photos/aiplatov/img_6353.jpg;190;Шорты;Оплата после примерки.;true;vendor.model;Шорты;https://kanceptkrama.by/woman/shorty/shorty-zhenskie-barhatnye-781-17-asb17;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Юбки;1;BYN;true;0;0;2325-06;true;Женщинам > Одежда > Юбки;0;0;Дизайнерская юбка бренда Екатерина Волкова RESALE;0;0;true;https://kanceptkrama.by/image/catalog/resale/nojabr/volkovajubkamilit.jpg;60;Юбка;Оплата после примерки.;true;vendor.model;Юбка;https://kanceptkrama.by/krama-resale/dizajnerskaya-yubka-brenda-ekaterina-volkova-2325-06-06;kanceptkrama;0,,,
true;Корневая категория/Default category/Женщинам/Одежда/Юбки;1;BYN;true;0;0;2193-45;true;Женщинам > Одежда > Юбки;0;0;Юбка;0;0;true;https://kanceptkrama.by/image/catalog/photos/women/3/23.jpg;120;Юбка;Оплата после примерки.;true;vendor.model;Юбка;https://kanceptkrama.by/woman/yubki-10/yubka;kanceptkrama;0,,,
